5 5 1.0 0.0 0
5 5 1.0 0.0 0
5 5 1.0 0.0 0
5 7 0.657142857143 0.483333333333 3.67135362625
5 7 0.457142857143 0.366666666667 3.04957084656
5 3 0.666666666667 0.766666666667 1.82884802818
5 3 1.0 0.0 0
5 9 1.0 0.0 0
5 9 0.733333333333 0.36 7.28466897011
5 9 0.866666666667 0.0666666666667 1.21882324219
5 3 1.0 0.0 0
5 3 1.0 0.0 0
5 3 1.0 0.0 0
5 7 1.0 0.0 0
5 7 1.0 0.0 0
5 11 0.618181818182 0.513333333333 5.48862581253
5 11 0.981818181818 0.02 5.47752761841
5 11 1.0 0.0 0
5 11 1.0 0.0 0
5 13 1.0 0.0 0
5 13 1.0 0.0153846153846 7.28507399559
5 13 0.723076923077 0.227380952381 10.9423066139
5 13 1.0 0.0 0
